Id,date,company_code,company,yesterday_price,open,last,close,low,high,qty_traded,num_trades,value,next_day_ret
9979,2018-06-26,320075,ICF,55.91,55.9,55.0,54.23,55.0,55.9,65,5,3580.4,93.13938428227253
9980,2018-06-26,672004,MODERN LEASING,3.46,3.5,3.5,3.5,3.5,3.5,20,2,70.0,-47.004447545129224
9981,2018-06-26,250065,PLAC. TSIE-SICAF,41.0,0.0,0.0,41.0,0.0,0.0,0,0,,-47.004447545129224
9982,2018-06-26,667001,SIPHAT,3.04,0.0,0.0,2.91,0.0,0.0,0,0,,-321.9185368922084
9983,2018-06-26,140070,SPDIT - SICAF,9.5,9.5,9.6,9.6,9.5,9.6,1075,5,10297.5,442.5788857882051
9984,2018-06-26,664001,STEQ,6.38,0.0,0.0,6.38,0.0,0.0,0,0,,-47.004447545129224
9985,2018-06-26,410020,TUNINVEST-SICAR,6.81,6.8,6.8,6.8,6.8,6.8,3608,11,24534.4,-47.004447545129224
9986,2018-06-26,240050,UBCI,21.5,0.0,0.0,21.5,0.0,0.0,0,0,,-47.004447545129224
9987,2018-06-26,768001,ASS MULTI ITTIHAD,7.2,7.14,7.22,7.22,7.14,7.22,3000,15,21492.0,-74.7052785700597
9988,2018-06-26,430030,SITEX,5.77,0.0,0.0,5.77,0.0,0.0,0,0,,-47.004447545129224
9989,2018-06-26,617001,STE TUN. DU SUCRE,10.3,10.0,9.7,9.7,9.7,10.0,948,2,9198.6,-47.004447545129224
9990,2018-06-26,150085,AMS,0.95,0.97,0.97,0.97,0.95,0.97,1003,7,956.95,-253.1900145554389
9991,2018-06-26,740001,CARTHAGE CEMENT,2.03,2.02,2.0,2.0,1.98,2.02,173371,316,345281.43,-97.00444754512927
9992,2018-06-26,764001,CEREALIS,5.0,4.85,4.85,4.85,4.85,4.85,419,5,2032.15,-315.04568465853146
9993,2018-06-26,749001,HEXABYTE,5.15,5.16,5.16,5.16,5.16,5.16,88,3,454.08,-47.004447545129224
9994,2018-06-26,751001,LAND OR,8.94,8.76,8.92,8.92,8.76,8.92,6552,11,57414.12,-181.5335955271913
9995,2018-06-26,754001,NEW BODY LINE,5.51,5.36,5.51,5.51,5.35,5.51,2262,14,12143.07,-210.34383048523785
9996,2018-06-26,770001,OFFICEPLAST,2.91,2.85,2.94,2.94,2.85,2.94,3622,8,10516.56,157.07718510793222
9997,2018-06-26,734001,SERVICOM,2.29,2.29,2.27,2.27,2.23,2.29,16879,63,37813.79,173.259869635487
9998,2018-06-26,765001,TAWASOL GP HOLDING,0.4,0.39,0.39,0.39,0.39,0.4,1859,13,725.31,-47.004447545129224
9999,2018-06-26,750001,AETECH,0.57,0.0,0.0,0.57,0.0,0.0,0,0,,-47.004447545129224
10000,2018-06-26,766001,MAGHREB INTERN PUB,0.89,0.0,0.0,0.89,0.0,0.0,0,0,,-47.004447545129224
10001,2018-06-26,773001,SANIMED,2.8,2.88,2.88,2.88,2.88,2.88,50,1,144.0,-428.94889198957344
10002,2018-06-26,760001,SOTEMAIL,1.52,1.48,1.48,1.48,1.48,1.48,500,2,740.0,-47.004447545129224
10003,2018-06-26,503001,STIP,1.59,0.0,0.0,1.59,0.0,0.0,0,0,,-47.004447545129224
10004,2018-06-27,725001,ADWYA,5.95,5.95,5.98,5.98,5.95,5.98,3128,2,18704.6,-49.57203248437181
10005,2018-06-27,340005,AMEN BANK,30.5,30.5,30.0,30.0,30.0,30.5,1096,12,32905.65,0.5951915958957166
10006,2018-06-27,730001,ARTES,7.15,7.12,7.09,7.09,7.08,7.12,20476,61,145366.48,-69.92667018125509
10007,2018-06-27,714001,ASSAD,9.16,9.3,9.2,9.2,9.2,9.3,3746,31,34667.4,109.29084376980924
10008,2018-06-27,360035,ATB,4.2,4.2,4.2,4.2,4.2,4.21,9035,11,37948.0,-47.023856023152845
10009,2018-06-27,774001,ATELIER MEUBLE INT,3.08,3.1,3.1,3.1,3.08,3.1,5524,18,17063.8,258.65970772492864
10010,2018-06-27,470010,ATL,3.14,3.16,3.14,3.14,3.14,3.16,6860,13,21560.4,-158.64047719391428
10011,2018-06-27,160015,ATTIJARI BANK,52.0,52.0,51.5,51.5,51.5,52.48,10034,141,519187.04,-96.49218704488094
10012,2018-06-27,661001,ATTIJARI LEASING,18.2,18.21,18.45,18.45,18.21,18.6,536,7,9959.88,76.47595040348509
10013,2018-06-27,190060,BH,20.9,20.9,21.84,21.84,20.8,21.84,77060,156,1620968.9,211.2179022186078
10014,2018-06-27,180045,BIAT,163.77,164.02,168.9,168.9,164.02,168.94,6087,87,1027262.71,-177.024701832168
10015,2018-06-27,310060,BNA,18.18,18.2,18.74,18.74,18.2,18.74,102317,147,1878245.97,288.7488735596122
10016,2018-06-27,220005,BT,8.7,8.7,8.66,8.66,8.6,8.7,7893,42,68370.97,-126.4255936235037
10017,2018-06-27,759001,CELLCOM,1.73,1.73,1.8,1.8,1.73,1.8,6241,34,10877.0,556.1507471514515
10018,2018-06-27,420085,CIL,15.9,15.99,15.99,15.99,15.99,15.99,147,1,2350.53,0.5951915958957166
10019,2018-06-27,755001,CITY CARS,12.9,12.9,12.9,12.9,12.9,12.9,100,1,1290.0,-14.908684373096115
10020,2018-06-27,767001,DELICE HOLDING,17.8,17.65,17.79,17.79,17.6,17.8,2676,9,47521.62,-5.025943873467886
10021,2018-06-27,665001,ELECTROSTAR,2.45,2.39,2.39,2.39,2.39,2.39,560,8,1338.4,-292.29183769280854
10022,2018-06-27,741001,ENNAKL AUTOMOBILES,11.95,11.95,11.95,11.95,11.95,11.95,1300,16,15535.0,42.436195779995685
10023,2018-06-27,721001,ESSOUKNA,3.33,3.35,3.4,3.4,3.35,3.4,1436,12,4821.9,-293.5224554629279
10024,2018-06-27,757001,EURO-CYCLES,31.46,31.46,31.55,31.55,31.45,31.78,7174,58,226067.55,-332.2098797194772
10025,2018-06-27,713001,GIF-FILTER,1.43,1.43,1.46,1.46,1.4,1.47,24123,46,34995.59,-341.87056182876205
10026,2018-06-27,731013,HANNIBAL LEASE,8.29,8.29,8.5,8.5,8.05,8.5,220592,39,1819312.35,153.53636806648473
10027,2018-06-27,644001,MAGASIN GENERAL,38.75,38.06,38.73,38.73,38.05,38.73,201,4,7648.77,-9.732719584067961
10028,2018-06-27,100010,MONOPRIX,10.93,10.66,10.88,10.88,10.61,10.89,3715,13,40265.77,-210.8018672276346
10029,2018-06-27,762001,MPBS,3.73,3.73,3.73,3.73,3.72,3.8,4097,33,15308.81,-79.83376282769572
10030,2018-06-27,753001,ONE TECH HOLDING,15.75,15.7,15.64,15.64,15.41,15.7,9062,47,140891.15,64.53381052172746
10031,2018-06-27,570001,POULINA GP HOLDING,10.8,10.8,11.12,11.12,10.8,11.12,123495,72,1348648.85,432.24986785488807
10032,2018-06-27,761001,SAH,14.5,14.5,14.3,14.3,14.22,14.5,7308,57,104870.9,70.5252615259644
10033,2018-06-27,110025,SFBT,22.38,22.38,22.2,22.2,21.9,22.5,4875,67,108106.67,9.604200604904634
10034,2018-06-27,659001,SIAME,2.48,2.48,2.45,2.45,2.43,2.48,3369,10,8243.12,163.86049771834445
10035,2018-06-27,400005,SIMPAR,30.6,30.5,30.5,30.5,30.5,30.5,100,2,3050.0,33.382076841796945
10036,2018-06-27,718001,SITS,2.1,2.05,2.1,2.1,2.04,2.1,18245,16,37455.27,286.3094773101826
10037,2018-06-27,678001,SOMOCER,1.36,1.37,1.33,1.33,1.33,1.37,39986,85,53240.28,0.5951915958957166
10038,2018-06-27,729001,SOPAT,1.38,1.42,1.46,1.46,1.39,1.46,49762,100,72405.42,548.5403970753478
10039,2018-06-27,653001,SOTETEL,3.85,3.9,4.08,4.08,3.83,4.08,71880,186,286229.56,0.5951915958957166
10040,2018-06-27,763001,SOTIPAPIER,4.2,4.1,4.17,4.17,4.1,4.18,4740,19,19442.11,72.53763763906073
10041,2018-06-27,666001,SOTRAPIL,14.8,14.8,14.85,14.85,14.8,14.85,137,2,2033.6,-100.41490941420594
10042,2018-06-27,658001,SOTUMAG,2.35,2.29,2.33,2.33,2.29,2.35,4640,14,10761.5,43.513646531516684
10043,2018-06-27,656001,SOTUVER,8.66,8.7,8.88,8.88,8.7,8.96,61493,167,547140.05,-179.58498858428484
10044,2018-06-27,606001,STAR,126.48,126.48,127.0,127.0,126.48,127.0,547,31,69338.36,451.77629395809936
10045,2018-06-27,260095,STB,5.34,5.37,5.34,5.34,5.3,5.44,23522,88,126635.0,150.40792567829308
10046,2018-06-27,744001,TELNET HOLDING,9.48,9.42,9.37,9.37,9.37,9.48,8987,64,84648.17,139.33585328212982
10047,2018-06-27,727001,TPR,5.1,5.12,5.32,5.32,5.12,5.32,30332,109,159802.8,-206.17172569733833
10048,2018-06-27,738001,TUNIS RE,7.79,7.75,7.61,7.61,7.61,7.75,4000,13,30888.7,-25.68601733971554
10049,2018-06-27,120040,TUNISAIR,0.53,0.53,0.53,0.53,0.53,0.54,13515,24,7173.57,0.5951915958957166
10050,2018-06-27,769001,UADH,1.78,1.78,1.78,1.78,1.78,1.83,25105,99,45363.43,169.13451743859164
10051,2018-06-27,390010,UIB,30.6,30.6,30.5,30.5,30.5,30.6,4729,36,144306.72,-64.97857889590786
10052,2018-06-27,772001,UNIMED,8.96,0.0,0.0,8.96,0.0,0.0,0,0,,-66.36909411839031
10053,2018-06-27,720001,WIFACK INT BANK,6.9,6.9,6.89,6.89,6.89,6.9,1211,3,8344.79,0.5951915958957166
10054,2018-06-27,230035,AIR LIQUDE TSIE,85.0,87.49,87.49,87.49,87.49,87.49,2,1,174.98,0.5951915958957166
10055,2018-06-27,380070,ALKIMIA,34.0,0.0,0.0,34.0,0.0,0.0,0,0,,0.5951915958957166
10056,2018-06-27,300045,ASTREE,32.5,0.0,0.0,32.5,0.0,0.0,0,0,,0.5951915958957166
10057,2018-06-27,758001,BEST LEASE,1.98,0.0,0.0,1.98,0.0,0.0,0,0,,51.10024210094544
10058,2018-06-27,130055,BTE (ADP),13.4,13.39,13.38,13.38,13.38,13.39,326,4,4362.14,0.5951915958957166
10059,2018-06-27,735001,CIMENTS DE BIZERTE,2.77,2.85,2.85,2.85,2.85,2.85,796,4,2268.6,0.5951915958957166
10060,2018-06-27,330090,ELBENE INDUSTRIE,3.75,0.0,0.0,3.75,0.0,0.0,0,0,,0.5951915958957166
10061,2018-06-27,320075,ICF,54.23,55.0,54.99,54.99,54.99,55.0,148,9,8138.65,2.4137040527061338
10062,2018-06-27,672004,MODERN LEASING,3.5,0.0,0.0,3.5,0.0,0.0,0,0,,0.5951915958957166
10063,2018-06-27,250065,PLAC. TSIE-SICAF,41.0,0.0,0.0,41.0,0.0,0.0,0,0,,0.5951915958957166
10064,2018-06-27,667001,SIPHAT,2.91,2.83,2.83,2.83,2.83,2.83,599,28,1695.17,0.5951915958957166
10065,2018-06-27,140070,SPDIT - SICAF,9.6,9.78,9.78,10.07,9.78,9.78,100,2,978.0,298.5097894111877
10066,2018-06-27,664001,STEQ,6.38,0.0,0.0,6.38,0.0,0.0,0,0,,0.5951915958957166
10067,2018-06-27,410020,TUNINVEST-SICAR,6.8,6.8,6.8,6.8,6.8,6.8,153,2,1040.4,0.5951915958957166
10068,2018-06-27,240050,UBCI,21.5,0.0,0.0,21.5,0.0,0.0,0,0,,0.5951915958957166
10069,2018-06-27,768001,ASS MULTI ITTIHAD,7.22,7.3,7.2,7.2,7.2,7.3,2286,19,16479.2,0.5951915958957166
10070,2018-06-27,430030,SITEX,5.77,0.0,0.0,5.77,0.0,0.0,0,0,,0.5951915958957166
10071,2018-06-27,617001,STE TUN. DU SUCRE,9.7,0.0,0.0,9.7,0.0,0.0,0,0,,598.5333359257927
10072,2018-06-27,150085,AMS,0.97,0.95,0.96,0.95,0.95,0.96,645,2,614.75,-209.93112419357752
10073,2018-06-27,740001,CARTHAGE CEMENT,2.0,2.0,1.99,1.99,1.98,2.02,154347,296,306198.59,50.846447877301856
10074,2018-06-27,764001,CEREALIS,4.85,4.72,4.72,4.72,4.71,4.96,16011,26,75457.79,551.4426492230151
10075,2018-06-27,749001,HEXABYTE,5.16,5.16,5.16,5.16,5.16,5.16,84,1,433.44,0.5951915958957166
10076,2018-06-27,751001,LAND OR,8.92,8.9,8.8,8.8,8.66,8.9,2157,25,18833.36,-192.58662658592218
10077,2018-06-27,754001,NEW BODY LINE,5.51,5.58,5.42,5.42,5.42,5.62,4089,23,22166.35,-36.30517740779382
10078,2018-06-27,770001,OFFICEPLAST,2.94,2.94,3.0,3.0,2.94,3.0,1366,8,4067.22,167.2618582625618
10079,2018-06-27,734001,SERVICOM,2.27,2.28,2.32,2.32,2.25,2.32,10845,51,24762.15,-85.61170495582803
10080,2018-06-27,765001,TAWASOL GP HOLDING,0.39,0.39,0.39,0.39,0.37,0.39,12160,33,4631.3,-255.81506481436088
10081,2018-06-27,750001,AETECH,0.57,0.56,0.57,0.57,0.56,0.57,7061,8,3999.17,-174.84340489533068
10082,2018-06-27,766001,MAGHREB INTERN PUB,0.89,0.0,0.0,0.89,0.0,0.0,0,0,,0.5951915958957166
10083,2018-06-27,773001,SANIMED,2.88,2.77,2.77,2.77,2.77,2.77,100,1,277.0,-288.21347266403285
10084,2018-06-27,760001,SOTEMAIL,1.48,0.0,0.0,1.48,0.0,0.0,0,0,,0.5951915958957166
10085,2018-06-27,503001,STIP,1.59,0.0,0.0,1.59,0.0,0.0,0,0,,0.5951915958957166
10086,2018-06-28,725001,ADWYA,5.98,5.94,5.95,5.95,5.82,5.95,3467,25,20576.8,-77.77132913767137
10087,2018-06-28,340005,AMEN BANK,30.0,30.0,30.0,30.0,29.5,30.0,4526,21,134114.2,6.262284307706478
10088,2018-06-28,730001,ARTES,7.09,7.1,7.04,7.04,7.04,7.1,27216,95,192816.58,162.51228430770647
10089,2018-06-28,714001,ASSAD,9.2,9.2,9.3,9.3,9.2,9.4,7163,42,66665.58,70.77841333996359
10090,2018-06-28,360035,ATB,4.2,4.2,4.18,4.18,4.18,4.2,2726,7,11431.2,-65.5080506205219
10091,2018-06-28,774001,ATELIER MEUBLE INT,3.1,3.09,3.18,3.18,3.07,3.18,21093,79,66243.83,163.49498871022107
10092,2018-06-28,470010,ATL,3.14,3.09,3.09,3.09,3.09,3.12,2555,16,7932.15,38.62474385463277
10093,2018-06-28,160015,ATTIJARI BANK,51.5,51.51,51.0,51.0,51.0,52.3,5199,99,267097.03,-91.77693137856768
10094,2018-06-28,661001,ATTIJARI LEASING,18.45,18.4,18.59,18.59,18.4,18.59,158,3,2933.26,6.262284307706478
10095,2018-06-28,190060,BH,21.84,21.99,22.3,22.3,21.99,22.64,45766,205,1025111.79,-128.2668636743567
10096,2018-06-28,180045,BIAT,168.9,166.62,165.9,165.9,165.9,168.55,2768,69,464483.04,6.262284307706478
10097,2018-06-28,310060,BNA,18.74,19.03,19.28,19.28,19.01,19.58,82295,212,1594148.07,-206.3933173520449
10098,2018-06-28,220005,BT,8.66,8.66,8.55,8.55,8.5,8.66,24215,88,208029.37,-52.217247856036764
10099,2018-06-28,759001,CELLCOM,1.8,1.8,1.9,1.9,1.8,1.9,1673,12,3082.4,585.2096527287587
10100,2018-06-28,420085,CIL,15.99,15.99,15.99,15.99,15.99,15.99,50,1,799.5,12.516193000638998
10101,2018-06-28,755001,CITY CARS,12.9,12.6,12.88,12.88,12.6,12.88,1105,4,14203.0,-1.501690847574011
10102,2018-06-28,767001,DELICE HOLDING,17.38,17.78,17.78,17.78,17.78,17.78,1700,3,30226.0,-94.97506102412734
10103,2018-06-28,665001,ELECTROSTAR,2.39,2.34,2.32,2.32,2.32,2.35,1035,15,2408.85,-209.25495707160292
10104,2018-06-28,741001,ENNAKL AUTOMOBILES,11.95,11.95,12.0,12.0,11.9,12.0,4662,36,55683.4,297.9289509743721
10105,2018-06-28,721001,ESSOUKNA,3.4,3.4,3.3,3.3,3.3,3.4,115,6,380.15,-296.7680187225952
10106,2018-06-28,757001,EURO-CYCLES,30.05,30.9,30.5,30.5,30.2,30.9,21614,70,658982.29,202.9835957831161
10107,2018-06-28,713001,GIF-FILTER,1.46,1.44,1.41,1.41,1.4,1.44,23648,64,33242.29,6.262284307706478
10108,2018-06-28,731013,HANNIBAL LEASE,8.5,8.53,8.63,8.63,8.53,8.63,544,4,4641.02,29.43725533899211
10109,2018-06-28,644001,MAGASIN GENERAL,38.73,38.69,38.69,38.69,38.69,38.69,837,4,32383.53,86.38634737309859
10110,2018-06-28,100010,MONOPRIX,10.88,10.74,10.65,10.65,10.6,10.74,4247,22,45412.28,6.262284307706478
10111,2018-06-28,762001,MPBS,3.73,3.67,3.7,3.7,3.67,3.72,1425,16,5269.65,-20.764742719321383
10112,2018-06-28,753001,ONE TECH HOLDING,15.64,15.64,15.74,15.74,15.45,15.74,11737,59,183859.23,234.97892979690627
10113,2018-06-28,570001,POULINA GP HOLDING,11.12,11.2,11.6,11.6,11.2,11.7,22307,66,258327.22,-209.25495707160403
10114,2018-06-28,761001,SAH,14.3,14.31,14.4,14.4,14.3,14.5,4352,30,62527.47,6.262284307706478
10115,2018-06-28,110025,SFBT,22.2,22.0,22.22,22.22,22.0,22.48,18449,68,410497.57,69.26858493777056
10116,2018-06-28,659001,SIAME,2.45,2.43,2.49,2.49,2.43,2.49,4961,16,12105.35,166.90485458882853
10117,2018-06-28,400005,SIMPAR,30.5,30.6,30.6,30.6,30.6,30.6,884,7,27050.4,38.94202286979787
10118,2018-06-28,718001,SITS,2.1,2.1,2.16,2.16,2.1,2.16,3055,4,6416.52,6.262284307706478
10119,2018-06-28,678001,SOMOCER,1.33,1.33,1.33,1.33,1.3,1.35,83475,102,110093.6,6.262284307706478
10120,2018-06-28,729001,SOPAT,1.46,1.51,1.54,1.54,1.49,1.54,93826,116,142607.24,71.19734924277199
10121,2018-06-28,653001,SOTETEL,4.08,4.09,4.08,4.08,4.08,4.17,23634,84,97096.13,-238.83575490798003
10122,2018-06-28,763001,SOTIPAPIER,4.17,4.1,4.2,4.2,4.1,4.2,17838,37,74815.57,-279.4520014065793
10123,2018-06-28,666001,SOTRAPIL,14.85,14.9,14.7,14.7,14.7,14.91,2841,19,42117.51,-503.9417973249472
10124,2018-06-28,658001,SOTUMAG,2.33,2.32,2.34,2.34,2.27,2.34,3554,13,8207.98,-292.8830148375916
10125,2018-06-28,656001,SOTUVER,8.88,8.8,8.72,8.72,8.68,8.85,15698,50,137669.04,155.34485311504588
10126,2018-06-28,606001,STAR,127.0,127.02,132.73,132.73,127.0,132.73,3829,92,497527.86,606.7293979971511
10127,2018-06-28,260095,STB,5.34,5.36,5.42,5.42,5.3,5.59,37944,100,206285.33,-215.13992971443406
10128,2018-06-28,744001,TELNET HOLDING,9.37,9.37,9.5,9.5,9.36,9.59,21503,84,203706.01,164.15702114981224
10129,2018-06-28,727001,TPR,5.32,5.33,5.21,5.21,5.2,5.39,190530,143,1008618.92,179.00700599676634
10130,2018-06-28,738001,TUNIS RE,7.61,7.65,7.59,7.59,7.53,7.65,14495,38,110132.89,138.0145899730556
10131,2018-06-28,120040,TUNISAIR,0.53,0.53,0.53,0.53,0.52,0.54,69799,48,36663.33,194.9415295907253
10132,2018-06-28,769001,UADH,1.78,1.83,1.81,1.81,1.78,1.83,5343,27,9687.3,116.75952187676697
10133,2018-06-28,390010,UIB,30.5,30.5,30.3,30.3,30.3,30.5,2068,18,62980.8,105.27218529780558
10134,2018-06-28,772001,UNIMED,8.96,8.8,8.9,8.9,8.8,8.9,3521,18,30986.65,-117.3332213102729
10135,2018-06-28,720001,WIFACK INT BANK,6.89,6.89,6.89,6.89,6.89,6.89,10,1,68.9,6.262284307706478
10136,2018-06-28,230035,AIR LIQUDE TSIE,87.49,87.49,87.49,87.49,87.49,87.49,98,1,8574.02,6.262284307706478
10137,2018-06-28,380070,ALKIMIA,34.0,34.0,34.0,34.0,34.0,34.0,6,2,204.0,6.262284307706478
10138,2018-06-28,300045,ASTREE,32.5,0.0,0.0,32.5,0.0,0.0,0,0,,6.262284307706478
10139,2018-06-28,758001,BEST LEASE,1.98,1.99,1.99,1.99,1.99,1.99,2270,3,4517.3,6.262284307706478
10140,2018-06-28,130055,BTE (ADP),13.38,0.0,0.0,13.38,0.0,0.0,0,0,,6.262284307706478
10141,2018-06-28,735001,CIMENTS DE BIZERTE,2.85,2.85,2.85,2.85,2.85,2.85,305,2,869.25,6.262284307706478
10142,2018-06-28,330090,ELBENE INDUSTRIE,3.75,0.0,0.0,3.75,0.0,0.0,0,0,,6.262284307706478
10143,2018-06-28,320075,ICF,54.99,54.01,55.0,55.0,54.01,55.0,375,13,20594.31,6.262284307706478
10144,2018-06-28,672004,MODERN LEASING,3.5,3.5,3.5,3.5,3.5,3.5,22,3,77.0,-222.3091442637226
10145,2018-06-28,250065,PLAC. TSIE-SICAF,41.0,0.0,0.0,41.0,0.0,0.0,0,0,,6.262284307706478
10146,2018-06-28,667001,SIPHAT,2.83,0.0,0.0,2.83,0.0,0.0,0,0,,41.59797335364313
10147,2018-06-28,140070,SPDIT - SICAF,10.07,10.37,10.37,10.37,10.37,10.37,3240,8,33598.8,35.19188893644443
10148,2018-06-28,664001,STEQ,6.38,0.0,0.0,6.38,0.0,0.0,0,0,,6.262284307706478
10149,2018-06-28,410020,TUNINVEST-SICAR,6.8,6.8,6.8,6.8,6.8,6.8,2300,7,15640.0,300.3799313665312
10150,2018-06-28,240050,UBCI,21.5,0.0,0.0,21.5,0.0,0.0,0,0,,99.2855401216597
10151,2018-06-28,768001,ASS MULTI ITTIHAD,7.2,7.3,7.2,7.2,7.2,7.3,2495,15,17970.5,-132.62660458118302
10152,2018-06-28,430030,SITEX,5.77,0.0,0.0,5.77,0.0,0.0,0,0,,6.262284307706478
10153,2018-06-28,617001,STE TUN. DU SUCRE,9.7,9.99,10.28,10.28,9.99,10.28,50,2,505.3,599.6474983154887
10154,2018-06-28,150085,AMS,0.95,0.97,0.95,0.93,0.93,0.97,370,7,345.26,-101.26459741272353
10155,2018-06-28,740001,CARTHAGE CEMENT,1.99,1.98,2.0,2.0,1.98,2.02,66929,126,133577.48,156.2622843077055
10156,2018-06-28,764001,CEREALIS,4.72,4.86,4.98,4.98,4.86,4.99,2959,10,14698.71,26.342605592847292
10157,2018-06-28,749001,HEXABYTE,5.16,5.16,5.16,5.16,5.16,5.16,84,1,433.44,-32.49740561477532
10158,2018-06-28,751001,LAND OR,8.8,8.9,8.63,8.63,8.6,8.9,6030,15,51955.91,261.18696565185286
10159,2018-06-28,754001,NEW BODY LINE,5.42,5.41,5.4,5.4,5.4,5.58,1887,13,10210.06,6.262284307706478
10160,2018-06-28,770001,OFFICEPLAST,3.0,2.99,3.05,3.05,2.99,3.05,1324,9,3993.14,6.262284307706478
10161,2018-06-28,734001,SERVICOM,2.32,2.32,2.3,2.3,2.26,2.32,6823,39,15470.8,-211.12902004011835
10162,2018-06-28,765001,TAWASOL GP HOLDING,0.39,0.39,0.38,0.38,0.38,0.39,3522,5,1340.26,6.262284307706478
10163,2018-06-28,750001,AETECH,0.57,0.57,0.57,0.56,0.57,0.57,1,1,0.57,6.262284307706478
10164,2018-06-28,766001,MAGHREB INTERN PUB,0.89,0.0,0.0,0.89,0.0,0.0,0,0,,118.62183486950451
10165,2018-06-28,773001,SANIMED,2.77,0.0,0.0,2.69,0.0,0.0,0,0,,-30.912436881883607
10166,2018-06-28,760001,SOTEMAIL,1.48,0.0,0.0,1.48,0.0,0.0,0,0,,6.262284307706478
10167,2018-06-28,503001,STIP,1.59,0.0,0.0,1.59,0.0,0.0,0,0,,6.262284307706478
10168,2018-06-29,725001,ADWYA,5.95,5.97,5.9,5.9,5.9,5.97,3116,5,18526.4,42.037540887034375
10169,2018-06-29,340005,AMEN BANK,30.0,30.0,30.0,30.0,29.99,30.0,161,4,4829.0,-108.80991674008244
10170,2018-06-29,730001,ARTES,7.04,7.05,7.15,7.15,7.05,7.15,13799,48,97391.06,61.12015318998631
10171,2018-06-29,714001,ASSAD,9.3,9.3,9.36,9.36,9.3,9.49,9811,36,92193.16,-8.809916740082357
10172,2018-06-29,360035,ATB,4.18,4.18,4.15,4.15,4.15,4.18,17700,23,73618.0,-8.809916740082357
10173,2018-06-29,774001,ATELIER MEUBLE INT,3.18,3.26,3.23,3.23,3.23,3.35,21918,63,72081.93,176.9485971918061
10174,2018-06-29,470010,ATL,3.09,3.1,3.1,3.1,3.1,3.12,596,6,1848.8,152.48040584056267
10175,2018-06-29,160015,ATTIJARI BANK,51.0,51.2,50.5,50.5,50.2,51.2,5031,83,254465.02,-58.314867235131906
10176,2018-06-29,661001,ATTIJARI LEASING,18.59,18.59,18.59,18.59,18.59,18.59,400,2,7436.0,-8.809916740082357
10177,2018-06-29,190060,BH,22.3,22.3,22.0,22.0,21.99,22.3,4206,39,93206.3,-36.082644012809254
10178,2018-06-29,180045,BIAT,165.9,165.91,165.9,165.9,165.9,168.0,1720,49,286860.46,-63.05946466051648
10179,2018-06-29,310060,BNA,19.28,19.45,18.87,18.87,18.87,19.45,23425,117,445644.26,-72.40292150955784
10180,2018-06-29,220005,BT,8.55,8.55,8.5,8.5,8.4,8.55,17535,78,149180.49,-32.339328504787936
10181,2018-06-29,759001,CELLCOM,1.9,1.98,2.01,2.01,1.98,2.01,13997,23,27802.26,438.9512772897697
10182,2018-06-29,420085,CIL,15.99,15.99,16.0,16.0,15.99,16.0,2500,7,39999.52,-8.809916740082357
10183,2018-06-29,755001,CITY CARS,12.88,12.87,12.87,12.87,12.87,12.87,242,3,3114.54,-296.30020423036973
10184,2018-06-29,767001,DELICE HOLDING,17.78,17.78,17.6,17.6,17.6,17.78,1495,7,26564.0,104.82644689628006
10185,2018-06-29,665001,ELECTROSTAR,2.32,2.32,2.27,2.27,2.26,2.32,4117,15,9333.11,211.45440044053387
10186,2018-06-29,741001,ENNAKL AUTOMOBILES,12.0,12.0,12.35,12.35,11.95,12.35,6455,44,77800.3,-8.809916740082357
10187,2018-06-29,721001,ESSOUKNA,3.3,3.35,3.2,3.2,3.2,3.35,3190,40,10360.55,-602.559916740083
10188,2018-06-29,757001,EURO-CYCLES,30.5,30.64,31.1,31.1,30.64,31.27,7432,72,230024.55,-40.96425757609601
10189,2018-06-29,713001,GIF-FILTER,1.41,1.41,1.41,1.41,1.38,1.41,17539,43,24357.84,-8.809916740082357
10190,2018-06-29,731013,HANNIBAL LEASE,8.63,8.65,8.65,8.65,8.65,8.65,500,1,4325.0,-8.809916740082357
10191,2018-06-29,644001,MAGASIN GENERAL,38.69,38.05,39.0,39.0,38.05,39.0,7005,17,270128.74,93.75418582401984
10192,2018-06-29,100010,MONOPRIX,10.65,10.7,10.65,10.65,10.65,10.75,4796,31,51340.57,28.748768705926242
10193,2018-06-29,762001,MPBS,3.7,3.67,3.69,3.69,3.66,3.69,1300,7,4767.4,-144.31127175363213
10194,2018-06-29,753001,ONE TECH HOLDING,15.74,15.77,16.1,16.1,15.77,16.15,2872,16,45862.99,53.301884502152674
10195,2018-06-29,570001,POULINA GP HOLDING,11.6,11.7,11.35,11.35,11.35,11.7,1292,13,14810.45,211.45440044053387
10196,2018-06-29,761001,SAH,14.4,14.4,14.4,14.4,14.3,14.59,6831,38,98317.38,-147.69880562897185
10197,2018-06-29,110025,SFBT,22.22,22.22,22.36,22.36,22.2,22.39,19796,59,440639.36,134.30278451215472
10198,2018-06-29,659001,SIAME,2.49,2.48,2.53,2.53,2.48,2.53,613,7,1525.45,-8.809916740082357
10199,2018-06-29,400005,SIMPAR,30.6,30.6,30.7,30.7,30.6,30.7,1104,11,33884.6,13.991386191514188
10200,2018-06-29,718001,SITS,2.16,2.1,2.16,2.16,2.1,2.16,51,2,110.1,-286.58769451786026
